# Constants
g = 9.810000
m = 0.005000
R = 0.100000
L = 0.200000
Ig = 0.000017
I0 = 0.000067
ue = 0.300000
uc = 0.200000

# Simulation parameters
dt = 0.001000
dtheta0 = 0.000000

# Simulation data
# t 	 slip 	 ii 	 N 	 theta 	 dtheta 	 ddtheta 	 x 	 dx 	 ddx 	 y 	 dy 	 ddy 	 x1 	 y1 	 x2 	 y2
0.323000 1 1 0.011020 0.741552 -7.305799 -54.255773 0.064887 0.317398 0.002277 0.067543 -0.538745 -7.606040 -0.008855 0.000000 0.138629 0.135087
0.324000 1 1 0.010660 0.734222 -7.353808 -54.618567 0.065204 0.317400 0.002204 0.067001 -0.545912 -7.677934 -0.009031 0.000000 0.139439 0.134002
0.325000 1 1 0.010304 0.726844 -7.401697 -54.980771 0.065522 0.317402 0.002132 0.066451 -0.553110 -7.749129 -0.009206 0.000000 0.140249 0.132903
0.326000 1 1 0.009952 0.719419 -7.449472 -55.342302 0.065839 0.317404 0.002061 0.065895 -0.560341 -7.819592 -0.009380 0.000000 0.141058 0.131789
0.327000 1 1 0.009604 0.711945 -7.497136 -55.703074 0.066156 0.317406 0.001990 0.065331 -0.567602 -7.889288 -0.009553 0.000000 0.141866 0.130662
0.328000 1 1 0.009259 0.704424 -7.544694 -56.063005 0.066474 0.317408 0.001921 0.064760 -0.574894 -7.958182 -0.009725 0.000000 0.142672 0.129519
0.329000 1 1 0.008919 0.696856 -7.592151 -56.422007 0.066791 0.317410 0.001852 0.064181 -0.582215 -8.026240 -0.009895 0.000000 0.143478 0.128362
0.330000 1 1 0.008583 0.689240 -7.639513 -56.779996 0.067109 0.317412 0.001784 0.063595 -0.589564 -8.093426 -0.010064 0.000000 0.144282 0.127190
0.331000 1 1 0.008251 0.681577 -7.686784 -57.136885 0.067426 0.317413 0.001717 0.063002 -0.596940 -8.159705 -0.010232 0.000000 0.145084 0.126004
0.332000 1 1 0.007925 0.673867 -7.733971 -57.492588 0.067743 0.317415 0.001650 0.062401 -0.604344 -8.225040 -0.010398 0.000000 0.145885 0.124802
0.333000 1 1 0.007603 0.666109 -7.781079 -57.847015 0.068061 0.317417 0.001585 0.061793 -0.611773 -8.289395 -0.010562 0.000000 0.146684 0.123586
0.334000 1 1 0.007286 0.658304 -7.828115 -58.200081 0.068378 0.317418 0.001521 0.061178 -0.619228 -8.352734 -0.010725 0.000000 0.147481 0.122355
0.335000 1 1 0.006975 0.650453 -7.875086 -58.551696 0.068696 0.317420 0.001457 0.060555 -0.626707 -8.415019 -0.010885 0.000000 0.148277 0.121109
0.336000 1 1 0.006669 0.642554 -7.921997 -58.901770 0.069013 0.317421 0.001395 0.059924 -0.634210 -8.476213 -0.011044 0.000000 0.149070 0.119848
0.337000 1 1 0.006369 0.634609 -7.968857 -59.250216 0.069331 0.317422 0.001334 0.059286 -0.641735 -8.536278 -0.011200 0.000000 0.149861 0.118573
0.338000 1 1 0.006074 0.626617 -8.015673 -59.596941 0.069648 0.317424 0.001274 0.058641 -0.649282 -8.595176 -0.011354 0.000000 0.150650 0.117282
0.339000 1 1 0.005786 0.618578 -8.062451 -59.941857 0.069965 0.317425 0.001215 0.057988 -0.656851 -8.652868 -0.011505 0.000000 0.151436 0.115975
0.340000 1 1 0.005503 0.610492 -8.109201 -60.284871 0.070283 0.317426 0.001157 0.057327 -0.664441 -8.709316 -0.011654 0.000000 0.152219 0.114654
0.341000 1 1 0.005228 0.602359 -8.155929 -60.625892 0.070600 0.317427 0.001101 0.056659 -0.672050 -8.764478 -0.011800 0.000000 0.153000 0.113318
0.342000 1 1 0.004958 0.594180 -8.202644 -60.964828 0.070918 0.317428 0.001046 0.055983 -0.679678 -8.818315 -0.011943 0.000000 0.153778 0.111966
0.343000 1 1 0.004696 0.585954 -8.249355 -61.301585 0.071235 0.317429 0.000992 0.055299 -0.687324 -8.870786 -0.012083 0.000000 0.154554 0.110599
0.344000 1 1 0.004441 0.577681 -8.296070 -61.636072 0.071553 0.317430 0.000939 0.054608 -0.694988 -8.921849 -0.012221 0.000000 0.155326 0.109217
0.345000 1 1 0.004193 0.569362 -8.342799 -61.968194 0.071870 0.317431 0.000888 0.053909 -0.702668 -8.971463 -0.012355 0.000000 0.156094 0.107819
0.346000 1 1 0.003952 0.560996 -8.389549 -62.297856 0.072187 0.317432 0.000839 0.053203 -0.710365 -9.019585 -0.012485 0.000000 0.156860 0.106406
0.347000 1 1 0.003719 0.552583 -8.436332 -62.624964 0.072505 0.317432 0.000790 0.052489 -0.718077 -9.066172 -0.012612 0.000000 0.157622 0.104977
0.348000 1 1 0.003494 0.544123 -8.483156 -62.949422 0.072822 0.317433 0.000744 0.051767 -0.725803 -9.111179 -0.012736 0.000000 0.158380 0.103534
0.349000 1 1 0.003277 0.535616 -8.530031 -63.271135 0.073140 0.317434 0.000699 0.051037 -0.733544 -9.154561 -0.012856 0.000000 0.159135 0.102074
0.350000 1 1 0.003069 0.527063 -8.576967 -63.590005 0.073457 0.317434 0.000655 0.050300 -0.741297 -9.196274 -0.012972 0.000000 0.159886 0.100599
0.351000 1 1 0.002869 0.518462 -8.623975 -63.905935 0.073775 0.317435 0.000614 0.049555 -0.749063 -9.236271 -0.013084 0.000000 0.160633 0.099109
0.352000 1 1 0.002677 0.509815 -8.671065 -64.218828 0.074092 0.317436 0.000574 0.048802 -0.756841 -9.274504 -0.013192 0.000000 0.161375 0.097603
0.353000 1 1 0.002495 0.501120 -8.718247 -64.528584 0.074409 0.317436 0.000535 0.048041 -0.764630 -9.310926 -0.013295 0.000000 0.162114 0.096082
0.354000 1 1 0.002323 0.492378 -8.765534 -64.835106 0.074727 0.317437 0.000499 0.047272 -0.772429 -9.345489 -0.013394 0.000000 0.162848 0.094545
0.355000 1 1 0.002159 0.483589 -8.812935 -65.138292 0.075044 0.317437 0.000465 0.046496 -0.780237 -9.378141 -0.013489 0.000000 0.163577 0.092992
0.356000 1 1 0.002006 0.474752 -8.860463 -65.438043 0.075362 0.317438 0.000432 0.045712 -0.788055 -9.408833 -0.013579 0.000000 0.164302 0.091424
0.357000 1 1 0.001862 0.465868 -8.908129 -65.734257 0.075679 0.317438 0.000401 0.044920 -0.795881 -9.437513 -0.013664 0.000000 0.165022 0.089840
0.358000 1 1 0.001729 0.456936 -8.955945 -66.026832 0.075997 0.317438 0.000372 0.044120 -0.803714 -9.464128 -0.013744 0.000000 0.165737 0.088240
0.359000 1 1 0.001607 0.447956 -9.003924 -66.315666 0.076314 0.317439 0.000346 0.043312 -0.811554 -9.488624 -0.013819 0.000000 0.166447 0.086625
0.360000 1 1 0.001495 0.438928 -9.052077 -66.600656 0.076631 0.317439 0.000321 0.042497 -0.819401 -9.510946 -0.013889 0.000000 0.167152 0.084994
0.361000 1 1 0.001395 0.429852 -9.100417 -66.881696 0.076949 0.317439 0.000299 0.041674 -0.827253 -9.531039 -0.013954 0.000000 0.167852 0.083347
0.362000 1 1 0.001306 0.420727 -9.148958 -67.158683 0.077266 0.317440 0.000279 0.040842 -0.835110 -9.548844 -0.014013 0.000000 0.168546 0.081685
0.363000 1 1 0.001228 0.411554 -9.197712 -67.431510 0.077584 0.317440 0.000261 0.040003 -0.842971 -9.564304 -0.014066 0.000000 0.169234 0.080007
0.364000 1 1 0.001163 0.402332 -9.246694 -67.700071 0.077901 0.317440 0.000246 0.039156 -0.850835 -9.577359 -0.014114 0.000000 0.169916 0.078313
0.365000 1 1 0.001110 0.393060 -9.295917 -67.964257 0.078219 0.317440 0.000233 0.038302 -0.858702 -9.587946 -0.014155 0.000000 0.170593 0.076603
0.366000 1 1 0.001070 0.383740 -9.345394 -68.223961 0.078536 0.317441 0.000222 0.037439 -0.866571 -9.596005 -0.014191 0.000000 0.171263 0.074878
0.367000 1 1 0.001043 0.374370 -9.395141 -68.479073 0.078854 0.317441 0.000214 0.036569 -0.874442 -9.601471 -0.014220 0.000000 0.171927 0.073137
0.368000 1 1 0.001029 0.364949 -9.445172 -68.729483 0.079171 0.317441 0.000209 0.035690 -0.882313 -9.604278 -0.014243 0.000000 0.172585 0.071380
0.369000 1 1 0.001028 0.355479 -9.495503 -68.975079 0.079488 0.317441 0.000206 0.034804 -0.890184 -9.604359 -0.014260 0.000000 0.173236 0.069608
0.370000 1 1 0.001042 0.345958 -9.546148 -69.215748 0.079806 0.317441 0.000206 0.033910 -0.898055 -9.601646 -0.014269 0.000000 0.173881 0.067820
0.371000 0 1 0.001070 0.336387 -9.597123 -69.451378 0.080123 0.317442 0.000208 0.033008 -0.905924 -9.596068 -0.014272 0.000000 0.174519 0.066016
0.372000 0 1 0.001056 0.326755 -9.666690 -69.682068 0.080437 0.310273 -6.613469 0.032097 -0.915522 -9.598824 -0.014272 0.000000 0.175146 0.064194
0.373000 0 1 0.001061 0.317053 -9.736486 -69.907892 0.080744 0.303553 -6.827915 0.031177 -0.925120 -9.597891 -0.014272 0.000000 0.175760 0.062354
0.374000 0 1 0.001084 0.307282 -9.806504 -70.128693 0.081044 0.296616 -7.045122 0.030247 -0.934716 -9.593150 -0.014272 0.000000 0.176360 0.060494
0.375000 0 1 0.001128 0.297440 -9.876741 -70.344309 0.081337 0.289461 -7.265051 0.029307 -0.944305 -9.584483 -0.014272 0.000000 0.176946 0.058615
0.376000 0 1 0.001191 0.287528 -9.947191 -70.554581 0.081623 0.282085 -7.487657 0.028358 -0.953884 -9.571772 -0.014272 0.000000 0.177518 0.056717
0.377000 0 1 0.001276 0.277546 -10.017849 -70.759343 0.081901 0.274485 -7.712891 0.027400 -0.963447 -9.554895 -0.014272 0.000000 0.178074 0.054799
0.378000 0 1 0.001381 0.267492 -10.088708 -70.958430 0.082172 0.266659 -7.940702 0.026431 -0.972992 -9.533732 -0.014272 0.000000 0.178615 0.052863
0.379000 0 1 0.001509 0.257368 -10.159764 -71.151675 0.082434 0.258603 -8.171034 0.025454 -0.982513 -9.508161 -0.014272 0.000000 0.179141 0.050907
0.380000 0 1 0.001660 0.247173 -10.231009 -71.338908 0.082689 0.250316 -8.403827 0.024466 -0.992007 -9.478060 -0.014272 0.000000 0.179650 0.048933
0.381000 0 1 0.001833 0.236906 -10.302439 -71.519957 0.082935 0.241794 -8.639015 0.023470 -1.001468 -9.443305 -0.014272 0.000000 0.180142 0.046939
0.382000 0 1 0.002031 0.226568 -10.374047 -71.694650 0.083172 0.233037 -8.876531 0.022463 -1.010892 -9.403772 -0.014272 0.000000 0.180617 0.044927
0.383000 0 1 0.002253 0.216158 -10.445826 -71.862812 0.083401 0.224041 -9.116299 0.021448 -1.020274 -9.359337 -0.014272 0.000000 0.181074 0.042896
0.384000 0 1 0.002501 0.205676 -10.517771 -72.024267 0.083620 0.214804 -9.358244 0.020423 -1.029609 -9.309877 -0.014272 0.000000 0.181513 0.040846
0.385000 0 1 0.002774 0.195122 -10.589873 -72.178836 0.083830 0.205323 -9.602281 0.019389 -1.038892 -9.255266 -0.014272 0.000000 0.181933 0.038777
0.386000 0 1 0.003073 0.184496 -10.662126 -72.326340 0.084031 0.195598 -9.848324 0.018345 -1.048118 -9.195382 -0.014272 0.000000 0.182334 0.036690
0.387000 0 1 0.003400 0.173798 -10.734523 -72.466599 0.084221 0.185626 -10.096280 0.017292 -1.057281 -9.130098 -0.014272 0.000000 0.182715 0.034585
0.388000 0 1 0.003754 0.163027 -10.807057 -72.599428 0.084402 0.175405 -10.346052 0.016231 -1.066376 -9.059293 -0.014272 0.000000 0.183076 0.032461
0.389000 0 1 0.004136 0.152184 -10.879719 -72.724646 0.084572 0.164934 -10.597538 0.015160 -1.075398 -8.982843 -0.014272 0.000000 0.183416 0.030319
0.390000 0 1 0.004547 0.141268 -10.952503 -72.842066 0.084732 0.154210 -10.850630 0.014080 -1.084340 -8.900624 -0.014272 0.000000 0.183736 0.028160
0.391000 0 1 0.004987 0.130279 -11.025401 -72.951503 0.084881 0.143232 -11.105215 0.012991 -1.093197 -8.812517 -0.014272 0.000000 0.184033 0.025982
0.392000 0 1 0.005458 0.119217 -11.098404 -73.052769 0.085018 0.131999 -11.361176 0.011893 -1.101963 -8.718399 -0.014272 0.000000 0.184308 0.023787
0.393000 0 1 0.005959 0.108082 -11.171504 -73.145676 0.085144 0.120509 -11.618389 0.010787 -1.110632 -8.618153 -0.014272 0.000000 0.184561 0.021574
0.394000 0 1 0.006492 0.096874 -11.244692 -73.230035 0.085259 0.108762 -11.876726 0.009672 -1.119197 -8.511659 -0.014272 0.000000 0.184790 0.019345
0.395000 0 1 0.007056 0.085593 -11.317961 -73.305655 0.085362 0.096755 -12.136053 0.008549 -1.127653 -8.398801 -0.014272 0.000000 0.184996 0.017098
0.396000 0 1 0.007653 0.074238 -11.391300 -73.372347 0.085453 0.084489 -12.396229 0.007417 -1.135992 -8.279466 -0.014272 0.000000 0.185177 0.014834
0.397000 0 1 0.008282 0.062810 -11.464702 -73.429917 0.085531 0.071963 -12.657111 0.006277 -1.144210 -8.153541 -0.014272 0.000000 0.185334 0.012554
0.398000 0 1 0.008945 0.051309 -11.538157 -73.478175 0.085596 0.059175 -12.918546 0.005129 -1.152297 -8.020915 -0.014272 0.000000 0.185465 0.010257
0.399000 0 1 0.009643 0.039734 -11.611656 -73.516929 0.085649 0.046125 -13.180379 0.003972 -1.160249 -7.881481 -0.014272 0.000000 0.185570 0.007945
0.400000 0 1 0.010374 0.028085 -11.685188 -73.545984 0.085689 0.032814 -13.442447 0.002808 -1.168058 -7.735135 -0.014272 0.000000 0.185649 0.005616
0.401000 0 1 0.011141 0.016363 -11.758744 -73.565150 0.085715 0.019240 -13.704584 0.001636 -1.175717 -7.581773 -0.014272 0.000000 0.185701 0.003273
0.402000 0 1 0.011944 0.004568 -11.832315 -73.574232 0.085727 0.005405 -13.966614 0.000457 -1.183219 -7.421297 -0.014272 0.000000 0.185726 0.000914
0.403000 0 1 0.012782 -0.007301 -11.905889 -73.573039 0.085725 -0.008693 -14.228359 -0.000730 -1.190557 -7.253613 -0.014272 0.000000 0.185723 -0.001460
