# Constants
g = 9.810000
m = 0.005000
R = 0.100000
L = 0.200000
Ig = 0.000017
I0 = 0.000067
ue = 0.300000
uc = 0.200000

# Simulation parameters
dt = 0.001000
dtheta0 = 0.000000

# Simulation data
# t 	 slip 	 ii 	 N 	 theta 	 dtheta 	 ddtheta 	 x 	 dx 	 ddx 	 y 	 dy 	 ddy 	 x1 	 y1 	 x2 	 y2
0.159000 0 1 0.046288 1.362754 -1.561356 -15.196525 0.020654 0.152769 1.436532 0.097844 -0.032249 -0.552403 -0.000000 0.000000 0.041309 0.195687
0.160000 0 1 0.046242 1.361185 -1.576609 -15.309454 0.020808 0.154210 1.445714 0.097811 -0.032806 -0.561687 -0.000000 0.000000 0.041616 0.195622
0.161000 0 1 0.046194 1.359601 -1.591976 -15.423447 0.020963 0.155660 1.454947 0.097778 -0.033372 -0.571128 -0.000000 0.000000 0.041926 0.195556
0.162000 0 1 0.046146 1.358001 -1.607456 -15.538511 0.021119 0.157120 1.464233 0.097744 -0.033948 -0.580726 -0.000000 0.000000 0.042239 0.195489
0.163000 0 1 0.046098 1.356386 -1.623053 -15.654651 0.021277 0.158589 1.473569 0.097710 -0.034534 -0.590484 -0.000000 0.000000 0.042554 0.195420
0.164000 0 1 0.046048 1.354755 -1.638766 -15.771876 0.021436 0.160067 1.482955 0.097675 -0.035129 -0.600406 -0.000000 0.000000 0.042873 0.195351
0.165000 0 1 0.045998 1.353108 -1.654597 -15.890192 0.021597 0.161555 1.492391 0.097640 -0.035735 -0.610493 -0.000000 0.000000 0.043195 0.195280
0.166000 0 1 0.045946 1.351446 -1.670547 -16.009606 0.021760 0.163052 1.501875 0.097604 -0.036350 -0.620748 -0.000000 0.000000 0.043519 0.195208
0.167000 0 1 0.045894 1.349767 -1.686617 -16.130126 0.021923 0.164559 1.511407 0.097567 -0.036976 -0.631174 -0.000000 0.000000 0.043847 0.195134
0.168000 0 1 0.045841 1.348073 -1.702807 -16.251757 0.022089 0.166075 1.520986 0.097530 -0.037613 -0.641773 -0.000000 0.000000 0.044177 0.195060
0.169000 0 1 0.045787 1.346362 -1.719120 -16.374507 0.022256 0.167601 1.530610 0.097492 -0.038260 -0.652549 -0.000000 0.000000 0.044511 0.194984
0.170000 0 1 0.045732 1.344634 -1.735557 -16.498383 0.022424 0.169136 1.540280 0.097453 -0.038918 -0.663503 -0.000000 0.000000 0.044848 0.194907
0.171000 0 1 0.045677 1.342890 -1.752118 -16.623393 0.022594 0.170681 1.549993 0.097414 -0.039587 -0.674639 -0.000000 0.000000 0.045188 0.194828
0.172000 0 1 0.045620 1.341130 -1.768804 -16.749543 0.022765 0.172236 1.559749 0.097374 -0.040267 -0.685959 -0.000000 0.000000 0.045531 0.194748
0.173000 0 1 0.045563 1.339353 -1.785617 -16.876840 0.022938 0.173801 1.569547 0.097334 -0.040959 -0.697467 -0.000000 0.000000 0.045877 0.194667
0.174000 0 1 0.045504 1.337559 -1.802558 -17.005293 0.023113 0.175375 1.579386 0.097292 -0.041662 -0.709165 -0.000000 0.000000 0.046226 0.194585
0.175000 0 1 0.045445 1.335748 -1.819628 -17.134907 0.023289 0.176959 1.589264 0.097250 -0.042377 -0.721056 -0.000000 0.000000 0.046578 0.194501
0.176000 0 1 0.045384 1.333919 -1.836828 -17.265691 0.023467 0.178554 1.599180 0.097208 -0.043104 -0.733143 -0.000000 0.000000 0.046934 0.194415
0.177000 0 1 0.045323 1.332074 -1.854160 -17.397651 0.023646 0.180158 1.609134 0.097164 -0.043844 -0.745429 -0.000000 0.000000 0.047292 0.194328
0.178000 0 1 0.045260 1.330211 -1.871624 -17.530796 0.023827 0.181772 1.619123 0.097120 -0.044595 -0.757917 -0.000000 0.000000 0.047654 0.194240
0.179000 0 1 0.045197 1.328331 -1.889222 -17.665131 0.024010 0.183396 1.629146 0.097075 -0.045360 -0.770610 -0.000000 0.000000 0.048019 0.194150
0.180000 0 1 0.045132 1.326433 -1.906955 -17.800665 0.024194 0.185030 1.639203 0.097029 -0.046137 -0.783512 -0.000000 0.000000 0.048388 0.194058
0.181000 0 1 0.045067 1.324517 -1.924824 -17.937405 0.024380 0.186674 1.649291 0.096983 -0.046927 -0.796625 -0.000000 0.000000 0.048760 0.193965
0.182000 0 1 0.045000 1.322583 -1.942830 -18.075359 0.024567 0.188329 1.659409 0.096935 -0.047730 -0.809953 -0.000000 0.000000 0.049135 0.193871
0.183000 0 1 0.044933 1.320631 -1.960975 -18.214534 0.024756 0.189993 1.669555 0.096887 -0.048547 -0.823499 -0.000000 0.000000 0.049513 0.193774
0.184000 0 1 0.044864 1.318661 -1.979259 -18.354937 0.024947 0.191668 1.679729 0.096838 -0.049377 -0.837266 -0.000000 0.000000 0.049894 0.193676
0.185000 0 1 0.044794 1.316672 -1.997685 -18.496575 0.025140 0.193353 1.689927 0.096788 -0.050221 -0.851257 -0.000000 0.000000 0.050280 0.193577
0.186000 0 1 0.044723 1.314665 -2.016253 -18.639458 0.025334 0.195048 1.700150 0.096738 -0.051080 -0.865477 -0.000000 0.000000 0.050668 0.193475
0.187000 0 1 0.044650 1.312640 -2.034964 -18.783591 0.025530 0.196753 1.710393 0.096686 -0.051952 -0.879928 -0.000000 0.000000 0.051060 0.193372
0.188000 0 1 0.044577 1.310595 -2.053820 -18.928982 0.025727 0.198469 1.720657 0.096634 -0.052840 -0.894613 -0.000000 0.000000 0.051455 0.193268
0.189000 0 1 0.044502 1.308532 -2.072823 -19.075640 0.025927 0.200194 1.730939 0.096581 -0.053742 -0.909538 -0.000000 0.000000 0.051854 0.193161
0.190000 0 1 0.044426 1.306450 -2.091972 -19.223571 0.026128 0.201930 1.741236 0.096526 -0.054659 -0.924704 -0.000000 0.000000 0.052256 0.193053
0.191000 0 1 0.044349 1.304348 -2.111270 -19.372783 0.026331 0.203677 1.751548 0.096471 -0.055591 -0.940115 -0.000000 0.000000 0.052661 0.192942
0.192000 0 1 0.044271 1.302227 -2.130718 -19.523284 0.026535 0.205434 1.761872 0.096415 -0.056539 -0.955775 -0.000000 0.000000 0.053070 0.192830
0.193000 0 1 0.044192 1.300087 -2.150317 -19.675081 0.026742 0.207201 1.772205 0.096358 -0.057503 -0.971689 -0.000000 0.000000 0.053483 0.192716
0.194000 0 1 0.044111 1.297927 -2.170069 -19.828182 0.026950 0.208978 1.782546 0.096300 -0.058483 -0.987858 -0.000000 0.000000 0.053899 0.192600
0.195000 0 1 0.044029 1.295746 -2.189974 -19.982594 0.027159 0.210766 1.792892 0.096241 -0.059479 -1.004288 -0.000000 0.000000 0.054319 0.192482
0.196000 0 1 0.043945 1.293547 -2.210034 -20.138326 0.027371 0.212564 1.803240 0.096181 -0.060491 -1.020982 -0.000000 0.000000 0.054742 0.192362
0.197000 0 1 0.043860 1.291326 -2.230251 -20.295384 0.027585 0.214372 1.813590 0.096120 -0.061521 -1.037944 -0.000000 0.000000 0.055169 0.192240
0.198000 0 1 0.043774 1.289086 -2.250626 -20.453777 0.027800 0.216191 1.823936 0.096058 -0.062567 -1.055178 -0.000000 0.000000 0.055600 0.192116
0.199000 0 1 0.043687 1.286825 -2.271159 -20.613512 0.028017 0.218020 1.834279 0.095995 -0.063631 -1.072687 -0.000000 0.000000 0.056034 0.191990
0.200000 0 1 0.043598 1.284544 -2.291853 -20.774596 0.028236 0.219859 1.844613 0.095931 -0.064713 -1.090476 -0.000000 0.000000 0.056472 0.191862
0.201000 0 1 0.043507 1.282241 -2.312709 -20.937038 0.028457 0.221709 1.854938 0.095866 -0.065812 -1.108548 -0.000000 0.000000 0.056913 0.191731
0.202000 0 1 0.043415 1.279918 -2.333728 -21.100844 0.028679 0.223569 1.865249 0.095799 -0.066930 -1.126909 -0.000000 0.000000 0.057359 0.191598
0.203000 0 1 0.043322 1.277574 -2.354911 -21.266022 0.028904 0.225440 1.875544 0.095732 -0.068066 -1.145561 -0.000000 0.000000 0.057808 0.191463
0.204000 0 1 0.043227 1.275208 -2.376260 -21.432581 0.029130 0.227320 1.885820 0.095663 -0.069221 -1.164509 -0.000000 0.000000 0.058260 0.191326
0.205000 0 1 0.043131 1.272821 -2.397777 -21.600527 0.029359 0.229211 1.896074 0.095593 -0.070395 -1.183757 -0.000000 0.000000 0.058717 0.191187
0.206000 0 1 0.043033 1.270413 -2.419462 -21.769868 0.029589 0.231113 1.906302 0.095522 -0.071589 -1.203310 -0.000000 0.000000 0.059177 0.191045
0.207000 0 1 0.042934 1.267982 -2.441317 -21.940612 0.029821 0.233024 1.916501 0.095450 -0.072802 -1.223171 -0.000000 0.000000 0.059641 0.190900
0.208000 0 1 0.042833 1.265530 -2.463343 -22.112765 0.030055 0.234946 1.926669 0.095377 -0.074035 -1.243345 -0.000000 0.000000 0.060109 0.190753
0.209000 0 1 0.042731 1.263055 -2.485543 -22.286336 0.030291 0.236877 1.936800 0.095302 -0.075289 -1.263836 -0.000000 0.000000 0.060581 0.190604
0.210000 0 1 0.042627 1.260559 -2.507917 -22.461333 0.030528 0.238819 1.946892 0.095226 -0.076563 -1.284649 -0.000000 0.000000 0.061057 0.190452
0.211000 0 1 0.042521 1.258040 -2.530466 -22.637761 0.030768 0.240771 1.956941 0.095149 -0.077858 -1.305788 -0.000000 0.000000 0.061537 0.190298
0.212000 0 1 0.042414 1.255498 -2.553193 -22.815630 0.031010 0.242733 1.966943 0.095070 -0.079175 -1.327257 -0.000000 0.000000 0.062020 0.190141
0.213000 0 1 0.042305 1.252933 -2.576098 -22.994945 0.031254 0.244705 1.976894 0.094991 -0.080513 -1.349062 -0.000000 0.000000 0.062507 0.189981
0.214000 0 1 0.042194 1.250346 -2.599183 -23.175715 0.031499 0.246687 1.986790 0.094909 -0.081873 -1.371206 -0.000000 0.000000 0.062999 0.189819
0.215000 0 1 0.042082 1.247735 -2.622450 -23.357947 0.031747 0.248678 1.996626 0.094827 -0.083255 -1.393694 -0.000000 0.000000 0.063494 0.189654
0.216000 0 1 0.041967 1.245101 -2.645899 -23.541648 0.031997 0.250680 2.006400 0.094743 -0.084660 -1.416532 -0.000000 0.000000 0.063994 0.189486
0.217000 0 1 0.041851 1.242443 -2.669533 -23.726825 0.032248 0.252691 2.016105 0.094657 -0.086088 -1.439722 -0.000000 0.000000 0.064497 0.189315
0.218000 0 1 0.041734 1.239761 -2.693353 -23.913486 0.032502 0.254712 2.025738 0.094571 -0.087540 -1.463271 -0.000000 0.000000 0.065004 0.189141
0.219000 0 1 0.041614 1.237056 -2.717361 -24.101637 0.032758 0.256743 2.035294 0.094482 -0.089015 -1.487182 -0.000000 0.000000 0.065516 0.188965
0.220000 0 1 0.041493 1.234327 -2.741557 -24.291285 0.033016 0.258783 2.044767 0.094393 -0.090514 -1.511461 -0.000000 0.000000 0.066031 0.188785
0.221000 0 1 0.041369 1.231573 -2.765944 -24.482438 0.033275 0.260832 2.054154 0.094301 -0.092038 -1.536112 -0.000000 0.000000 0.066551 0.188603
0.222000 0 1 0.041244 1.228795 -2.790523 -24.675102 0.033537 0.262891 2.063449 0.094209 -0.093587 -1.561141 -0.000000 0.000000 0.067075 0.188417
0.223000 0 1 0.041117 1.225992 -2.815295 -24.869284 0.033801 0.264959 2.072647 0.094114 -0.095161 -1.586551 -0.000000 0.000000 0.067603 0.188228
0.224000 0 1 0.040988 1.223164 -2.840262 -25.064991 0.034067 0.267036 2.081742 0.094018 -0.096760 -1.612349 -0.000000 0.000000 0.068135 0.188036
0.225000 0 1 0.040857 1.220311 -2.865425 -25.262230 0.034335 0.269123 2.090729 0.093921 -0.098385 -1.638538 -0.000000 0.000000 0.068671 0.187841
0.226000 0 1 0.040724 1.217433 -2.890787 -25.461007 0.034606 0.271218 2.099602 0.093821 -0.100037 -1.665124 -0.000000 0.000000 0.069211 0.187643
0.227000 0 1 0.040589 1.214530 -2.916348 -25.661329 0.034878 0.273322 2.108355 0.093721 -0.101716 -1.692111 -0.000000 0.000000 0.069756 0.187441
0.228000 0 1 0.040452 1.211600 -2.942110 -25.863202 0.035152 0.275434 2.116983 0.093618 -0.103422 -1.719506 -0.000000 0.000000 0.070304 0.187236
0.229000 0 1 0.040313 1.208645 -2.968075 -26.066633 0.035429 0.277556 2.125480 0.093514 -0.105155 -1.747311 -0.000000 0.000000 0.070857 0.187027
0.230000 0 1 0.040172 1.205664 -2.994244 -26.271627 0.035707 0.279685 2.133838 0.093408 -0.106916 -1.775534 -0.000000 0.000000 0.071415 0.186815
0.231000 0 1 0.040029 1.202657 -3.020618 -26.478192 0.035988 0.281823 2.142052 0.093300 -0.108706 -1.804178 -0.000000 0.000000 0.071976 0.186600
0.232000 0 1 0.039884 1.199623 -3.047200 -26.686332 0.036271 0.283969 2.150114 0.093190 -0.110525 -1.833249 -0.000000 0.000000 0.072542 0.186380
0.233000 0 1 0.039736 1.196562 -3.073992 -26.896055 0.036556 0.286123 2.158019 0.093079 -0.112373 -1.862752 -0.000000 0.000000 0.073112 0.186158
0.234000 0 1 0.039587 1.193475 -3.100993 -27.107365 0.036843 0.288285 2.165759 0.092965 -0.114250 -1.892692 -0.000000 0.000000 0.073686 0.185931
0.235000 0 1 0.039435 1.190360 -3.128207 -27.320268 0.037133 0.290455 2.173327 0.092850 -0.116158 -1.923074 -0.000000 0.000000 0.074265 0.185701
0.236000 0 1 0.039280 1.187218 -3.155634 -27.534771 0.037424 0.292632 2.180716 0.092733 -0.118097 -1.953903 -0.000000 0.000000 0.074848 0.185466
0.237000 0 1 0.039124 1.184049 -3.183277 -27.750878 0.037718 0.294816 2.187918 0.092614 -0.120066 -1.985184 -0.000000 0.000000 0.075436 0.185228
0.238000 0 1 0.038965 1.180852 -3.211136 -27.968595 0.038014 0.297008 2.194925 0.092493 -0.122067 -2.016923 -0.000000 0.000000 0.076027 0.184986
0.239000 0 1 0.038804 1.177627 -3.239215 -28.187927 0.038312 0.299206 2.201730 0.092370 -0.124100 -2.049123 -0.000000 0.000000 0.076624 0.184740
0.240000 0 1 0.038641 1.174373 -3.267513 -28.408878 0.038612 0.301411 2.208323 0.092245 -0.126166 -2.081792 -0.000000 0.000000 0.077224 0.184490
0.241000 0 1 0.038475 1.171091 -3.296033 -28.631455 0.038915 0.303623 2.214698 0.092118 -0.128264 -2.114933 -0.000000 0.000000 0.077829 0.184235
0.242000 0 1 0.038307 1.167781 -3.324776 -28.855660 0.039219 0.305840 2.220846 0.091988 -0.130396 -2.148552 -0.000000 0.000000 0.078439 0.183977
0.243000 0 1 0.038137 1.164442 -3.353745 -29.081500 0.039526 0.308064 2.226757 0.091857 -0.132561 -2.182654 -0.000000 0.000000 0.079053 0.183714
0.244000 0 1 0.037964 1.161073 -3.382940 -29.308978 0.039836 0.310294 2.232422 0.091723 -0.134761 -2.217244 -0.000000 0.000000 0.079671 0.183446
0.245000 0 1 0.037788 1.157676 -3.412363 -29.538099 0.040147 0.312529 2.237834 0.091587 -0.136996 -2.252326 -0.000000 0.000000 0.080294 0.183175
0.246000 0 1 0.037610 1.154249 -3.442017 -29.768866 0.040461 0.314769 2.242981 0.091449 -0.139266 -2.287907 -0.000000 0.000000 0.080921 0.182898
0.247000 1 1 0.037430 1.150792 -3.471902 -30.001283 0.040776 0.317015 2.247855 0.091309 -0.141572 -2.323991 -0.000000 0.000000 0.081553 0.182617
0.248000 1 1 0.037195 1.147297 -3.518189 -30.235896 0.041093 0.317022 0.007486 0.091166 -0.144581 -2.370971 -0.000002 0.000000 0.082189 0.182331
0.249000 1 1 0.036956 1.143755 -3.564802 -30.473251 0.041411 0.317030 0.007439 0.091020 -0.147647 -2.418798 -0.000007 0.000000 0.082828 0.182039
0.250000 1 1 0.036713 1.140167 -3.611732 -30.713350 0.041728 0.317037 0.007391 0.090870 -0.150769 -2.467474 -0.000017 0.000000 0.083472 0.181741
0.251000 1 1 0.036465 1.136532 -3.658972 -30.956196 0.042045 0.317044 0.007343 0.090718 -0.153949 -2.517001 -0.000030 0.000000 0.084119 0.181436
0.252000 1 1 0.036213 1.132849 -3.706516 -31.201792 0.042362 0.317052 0.007293 0.090562 -0.157186 -2.567380 -0.000047 0.000000 0.084770 0.181125
0.253000 1 1 0.035957 1.129119 -3.754354 -31.450136 0.042679 0.317059 0.007243 0.090404 -0.160482 -2.618612 -0.000067 0.000000 0.085424 0.180807
0.254000 1 1 0.035697 1.125340 -3.802480 -31.701229 0.042996 0.317066 0.007191 0.090241 -0.163837 -2.670697 -0.000091 0.000000 0.086083 0.180483
0.255000 1 1 0.035432 1.121514 -3.850884 -31.955068 0.043313 0.317073 0.007139 0.090076 -0.167251 -2.723634 -0.000119 0.000000 0.086745 0.180152
0.256000 1 1 0.035163 1.117638 -3.899559 -32.211649 0.043630 0.317080 0.007086 0.089907 -0.170725 -2.777423 -0.000151 0.000000 0.087411 0.179814
0.257000 1 1 0.034890 1.113714 -3.948495 -32.470970 0.043947 0.317087 0.007033 0.089734 -0.174260 -2.832061 -0.000186 0.000000 0.088080 0.179469
0.258000 1 1 0.034612 1.109741 -3.997685 -32.733023 0.044264 0.317094 0.006978 0.089558 -0.177854 -2.887546 -0.000225 0.000000 0.088753 0.179117
0.259000 1 1 0.034331 1.105719 -4.047119 -32.997803 0.044581 0.317101 0.006922 0.089379 -0.181510 -2.943874 -0.000268 0.000000 0.089430 0.178757
0.260000 1 1 0.034045 1.101647 -4.096788 -33.265300 0.044898 0.317108 0.006866 0.089195 -0.185227 -3.001041 -0.000315 0.000000 0.090111 0.178391
0.261000 1 1 0.033755 1.097525 -4.146682 -33.535506 0.045215 0.317115 0.006809 0.089008 -0.189006 -3.059043 -0.000365 0.000000 0.090795 0.178016
0.262000 1 1 0.033461 1.093353 -4.196792 -33.808411 0.045533 0.317121 0.006751 0.088817 -0.192847 -3.117873 -0.000418 0.000000 0.091483 0.177635
0.263000 1 1 0.033162 1.089132 -4.247109 -34.084000 0.045850 0.317128 0.006692 0.088622 -0.196750 -3.177526 -0.000476 0.000000 0.092175 0.177245
0.264000 1 1 0.032860 1.084859 -4.297622 -34.362263 0.046167 0.317135 0.006632 0.088424 -0.200715 -3.237993 -0.000537 0.000000 0.092870 0.176848
0.265000 1 1 0.032554 1.080536 -4.348322 -34.643183 0.046484 0.317141 0.006572 0.088221 -0.204743 -3.299268 -0.000602 0.000000 0.093569 0.176442
0.266000 1 1 0.032243 1.076162 -4.399199 -34.926744 0.046801 0.317148 0.006511 0.088014 -0.208834 -3.361341 -0.000670 0.000000 0.094272 0.176029
0.267000 1 1 0.031929 1.071738 -4.450243 -35.212930 0.047118 0.317154 0.006449 0.087803 -0.212988 -3.424204 -0.000742 0.000000 0.094978 0.175607
0.268000 1 1 0.031611 1.067262 -4.501443 -35.501721 0.047435 0.317161 0.006386 0.087588 -0.217206 -3.487844 -0.000817 0.000000 0.095688 0.175177
0.269000 1 1 0.031289 1.062735 -4.552790 -35.793097 0.047753 0.317167 0.006322 0.087369 -0.221486 -3.552253 -0.000896 0.000000 0.096401 0.174738
0.270000 1 1 0.030963 1.058156 -4.604273 -36.087036 0.048070 0.317173 0.006258 0.087145 -0.225830 -3.617417 -0.000978 0.000000 0.097118 0.174291
0.271000 1 1 0.030633 1.053526 -4.655882 -36.383514 0.048387 0.317179 0.006193 0.086917 -0.230238 -3.683324 -0.001064 0.000000 0.097838 0.173834
0.272000 1 1 0.030300 1.048845 -4.707607 -36.682509 0.048704 0.317185 0.006127 0.086685 -0.234709 -3.749961 -0.001153 0.000000 0.098561 0.173370
0.273000 1 1 0.029963 1.044111 -4.759437 -36.983992 0.049021 0.317191 0.006060 0.086448 -0.239243 -3.817313 -0.001246 0.000000 0.099288 0.172896
0.274000 1 1 0.029623 1.039326 -4.811362 -37.287937 0.049338 0.317197 0.005993 0.086206 -0.243841 -3.885366 -0.001342 0.000000 0.100019 0.172413
0.275000 1 1 0.029279 1.034488 -4.863373 -37.594316 0.049656 0.317203 0.005925 0.085960 -0.248502 -3.954104 -0.001441 0.000000 0.100752 0.171920
0.276000 1 1 0.028932 1.029599 -4.915458 -37.903096 0.049973 0.317209 0.005856 0.085709 -0.253226 -4.023510 -0.001543 0.000000 0.101489 0.171418
0.277000 1 1 0.028582 1.024657 -4.967609 -38.214248 0.050290 0.317215 0.005786 0.085454 -0.258014 -4.093567 -0.001649 0.000000 0.102229 0.170907
0.278000 1 1 0.028229 1.019664 -5.019814 -38.527737 0.050607 0.317221 0.005716 0.085193 -0.262864 -4.164258 -0.001758 0.000000 0.102973 0.170386
0.279000 1 1 0.027872 1.014618 -5.072065 -38.843529 0.050924 0.317226 0.005646 0.084928 -0.267777 -4.235564 -0.001870 0.000000 0.103719 0.169856
0.280000 1 1 0.027513 1.009519 -5.124350 -39.161588 0.051242 0.317232 0.005574 0.084658 -0.272753 -4.307466 -0.001985 0.000000 0.104468 0.169315
0.281000 1 1 0.027150 1.004369 -5.176662 -39.481875 0.051559 0.317237 0.005503 0.084382 -0.277790 -4.379943 -0.002103 0.000000 0.105221 0.168765
0.282000 1 1 0.026785 0.999166 -5.228989 -39.804353 0.051876 0.317243 0.005430 0.084102 -0.282890 -4.452975 -0.002224 0.000000 0.105977 0.168204
0.283000 1 1 0.026417 0.993911 -5.281324 -40.128981 0.052193 0.317248 0.005357 0.083817 -0.288052 -4.526542 -0.002348 0.000000 0.106735 0.167633
0.284000 1 1 0.026047 0.988603 -5.333656 -40.455717 0.052511 0.317253 0.005283 0.083526 -0.293275 -4.600620 -0.002475 0.000000 0.107496 0.167052
0.285000 1 1 0.025674 0.983244 -5.385977 -40.784517 0.052828 0.317258 0.005209 0.083230 -0.298559 -4.675189 -0.002605 0.000000 0.108261 0.166460
0.286000 1 1 0.025299 0.977832 -5.438279 -41.115338 0.053145 0.317263 0.005135 0.082929 -0.303903 -4.750224 -0.002737 0.000000 0.109027 0.165858
0.287000 1 1 0.024921 0.972367 -5.490552 -41.448133 0.053462 0.317269 0.005060 0.082622 -0.309308 -4.825702 -0.002872 0.000000 0.109797 0.165244
0.288000 1 1 0.024542 0.966850 -5.542788 -41.782855 0.053780 0.317273 0.004984 0.082310 -0.314772 -4.901599 -0.003010 0.000000 0.110569 0.164620
0.289000 1 1 0.024161 0.961282 -5.594980 -42.119455 0.054097 0.317278 0.004908 0.081993 -0.320296 -4.977890 -0.003150 0.000000 0.111344 0.163985
0.290000 1 1 0.023777 0.955661 -5.647119 -42.457884 0.054414 0.317283 0.004832 0.081670 -0.325878 -5.054551 -0.003293 0.000000 0.112121 0.163339
0.291000 1 1 0.023392 0.949987 -5.699198 -42.798090 0.054732 0.317288 0.004755 0.081341 -0.331519 -5.131556 -0.003438 0.000000 0.112901 0.162682
0.292000 1 1 0.023006 0.944262 -5.751210 -43.140021 0.055049 0.317293 0.004678 0.081006 -0.337217 -5.208879 -0.003585 0.000000 0.113683 0.162013
0.293000 1 1 0.022618 0.938485 -5.803148 -43.483622 0.055366 0.317297 0.004601 0.080666 -0.342972 -5.286492 -0.003735 0.000000 0.114467 0.161333
0.294000 1 1 0.022228 0.932656 -5.855005 -43.828839 0.055683 0.317302 0.004524 0.080320 -0.348784 -5.364370 -0.003887 0.000000 0.115254 0.160641
0.295000 1 1 0.021838 0.926775 -5.906776 -44.175615 0.056001 0.317306 0.004446 0.079969 -0.354652 -5.442485 -0.004041 0.000000 0.116042 0.159938
0.296000 1 1 0.021446 0.920842 -5.958453 -44.523894 0.056318 0.317310 0.004368 0.079611 -0.360576 -5.520810 -0.004197 0.000000 0.116833 0.159222
0.297000 1 1 0.021053 0.914858 -6.010031 -44.873616 0.056635 0.317315 0.004289 0.079248 -0.366554 -5.599316 -0.004355 0.000000 0.117626 0.158495
0.298000 1 1 0.020660 0.908822 -6.061505 -45.224721 0.056953 0.317319 0.004211 0.078878 -0.372586 -5.677975 -0.004515 0.000000 0.118420 0.157756
0.299000 1 1 0.020266 0.902735 -6.112869 -45.577148 0.057270 0.317323 0.004132 0.078502 -0.378671 -5.756758 -0.004676 0.000000 0.119217 0.157005
0.300000 1 1 0.019872 0.896597 -6.164120 -45.930836 0.057587 0.317327 0.004053 0.078121 -0.384809 -5.835637 -0.004840 0.000000 0.120015 0.156241
0.301000 1 1 0.019477 0.890407 -6.215252 -46.285721 0.057905 0.317331 0.003974 0.077733 -0.390999 -5.914582 -0.005005 0.000000 0.120814 0.155466
0.302000 1 1 0.019082 0.884166 -6.266262 -46.641738 0.058222 0.317335 0.003895 0.077339 -0.397240 -5.993564 -0.005171 0.000000 0.121615 0.154677
0.303000 1 1 0.018687 0.877874 -6.317145 -46.998823 0.058539 0.317339 0.003816 0.076938 -0.403532 -6.072552 -0.005339 0.000000 0.122418 0.153877
0.304000 1 1 0.018292 0.871532 -6.367900 -47.356909 0.058857 0.317342 0.003737 0.076532 -0.409873 -6.151518 -0.005509 0.000000 0.123222 0.153063
0.305000 1 1 0.017898 0.865139 -6.418521 -47.715929 0.059174 0.317346 0.003658 0.076119 -0.416263 -6.230429 -0.005679 0.000000 0.124027 0.152237
0.306000 1 1 0.017504 0.858695 -6.469008 -48.075815 0.059491 0.317349 0.003580 0.075699 -0.422702 -6.309257 -0.005851 0.000000 0.124834 0.151398
0.307000 1 1 0.017110 0.852201 -6.519358 -48.436496 0.059809 0.317353 0.003501 0.075273 -0.429188 -6.387971 -0.006024 0.000000 0.125642 0.150546
0.308000 1 1 0.016717 0.845656 -6.569568 -48.797904 0.060126 0.317356 0.003422 0.074841 -0.435720 -6.466538 -0.006198 0.000000 0.126450 0.149681
0.309000 1 1 0.016325 0.839062 -6.619638 -49.159966 0.060443 0.317360 0.003343 0.074402 -0.442299 -6.544929 -0.006373 0.000000 0.127260 0.148803
0.310000 1 1 0.015934 0.832417 -6.669566 -49.522611 0.060761 0.317363 0.003265 0.073956 -0.448922 -6.623113 -0.006548 0.000000 0.128070 0.147912
0.311000 1 1 0.015545 0.825723 -6.719351 -49.885766 0.061078 0.317366 0.003187 0.073504 -0.455589 -6.701057 -0.006724 0.000000 0.128881 0.147008
0.312000 1 1 0.015156 0.818978 -6.768992 -50.249357 0.061396 0.317369 0.003109 0.073045 -0.462300 -6.778730 -0.006901 0.000000 0.129692 0.146090
0.313000 1 1 0.014769 0.812185 -6.818491 -50.613309 0.061713 0.317372 0.003031 0.072579 -0.469054 -6.856100 -0.007079 0.000000 0.130504 0.145158
0.314000 1 1 0.014384 0.805341 -6.867846 -50.977548 0.062030 0.317375 0.002954 0.072107 -0.475849 -6.933136 -0.007256 0.000000 0.131317 0.144213
0.315000 1 1 0.014001 0.798449 -6.917058 -51.341997 0.062348 0.317378 0.002877 0.071627 -0.482685 -7.009805 -0.007434 0.000000 0.132130 0.143255
0.316000 1 1 0.013620 0.791507 -6.966129 -51.706579 0.062665 0.317381 0.002800 0.071141 -0.489561 -7.086075 -0.007612 0.000000 0.132942 0.142283
0.317000 1 1 0.013240 0.784517 -7.015059 -52.071217 0.062982 0.317383 0.002724 0.070648 -0.496477 -7.161913 -0.007791 0.000000 0.133755 0.141297
0.318000 1 1 0.012864 0.777477 -7.063850 -52.435831 0.063300 0.317386 0.002648 0.070148 -0.503430 -7.237288 -0.007969 0.000000 0.134568 0.140297
0.319000 1 1 0.012489 0.770389 -7.112504 -52.800344 0.063617 0.317389 0.002573 0.069641 -0.510422 -7.312165 -0.008147 0.000000 0.135381 0.139283
0.320000 1 1 0.012117 0.763252 -7.161024 -53.164676 0.063935 0.317391 0.002498 0.069128 -0.517450 -7.386512 -0.008325 0.000000 0.136194 0.138255
0.321000 1 1 0.011749 0.756067 -7.209411 -53.528745 0.064252 0.317393 0.002423 0.068607 -0.524513 -7.460296 -0.008502 0.000000 0.137006 0.137213
0.322000 1 1 0.011383 0.748834 -7.257668 -53.892471 0.064569 0.317396 0.002350 0.068078 -0.531612 -7.533483 -0.008679 0.000000 0.137818 0.136157
